식당이름,CTGRY_TWO_NM,주소
라몽림,유럽음식,서울 마포구 양화로 13 204호
라미띠에,유럽음식,서울특별시 강남구 도산대로67길 30
라바슈케밥,서아시아음식,충청북도 진천군 초금로 733
라베리타,유럽음식,대전광역시 유성구 관들1길 31
라벤더팜,유럽음식,충청남도 예산군 벚꽃로 330-24
라벨라치타,유럽음식,부산광역시 수영구 광남로94번길 8
라벨라치타 청사포점,유럽음식,부산광역시 해운대구 청사포로58번길 38
라벨라쿠치나,유럽음식,대구광역시 수성구 무학로 151
라벨르커피,유럽음식,울산광역시 중구 달빛로 31
라보나쿠치나,유럽음식,경기도 용인시 수지구 문정로7번길 10
라붐,유럽음식,경기도 의왕시 학현로 170-86
라브리,유럽음식,서울특별시 종로구 종로 1
라브리크,유럽음식,서울특별시 강남구 봉은사로18길 66
라비스타,유럽음식,인천광역시 연수구 청량로70번길 40-12
라비아,유럽음식,경기도 수원시 팔달구 행궁로 49-2
라비엔로즈,유럽음식,대전광역시 동구 새울로123번길 28-22
라비올레,유럽음식,충청북도 청주시 서원구 1순환로638번길 50
라비올리,유럽음식,서울특별시 광진구 천호대로129길 16
라비올리,유럽음식,충청북도 제천시 풍양로13길 10-1
라비하우스,동남아시아음식,서울특별시 중구 마른내로 159
라뽀르따,유럽음식,서울특별시 종로구 효자로7길 14-1
라사천,동아시아음식,강원도 원주시 현충로322번길 11
라샌독오스테리아,유럽음식,서울특별시 용산구 이태원로54길 62-9
라스또르따스,남미음식,제주특별자치도 제주시 광양11길 8-1
라스토리아1001,유럽음식,경기도 성남시 분당구 판교공원로3길 24
라스트찬스,유럽음식,경기도 파주시 진동로 4
라스파,유럽음식,대구광역시 수성구 지범로 167
라스페치아,유럽음식,대구광역시 달서구 화암로 325
라시에스타,유럽음식,서울특별시 동작구 동작대로 21
라신비라멘,동아시아음식,제주특별자치도 제주시 한림읍 한림해안로 548
라싸브어,유럽음식,서울특별시 서초구 서래로 24
라쎄종LASAISON,유럽음식,세종특별자치시  나성로 96
라오,동남아시아음식,서울특별시 마포구 동교로 125
라오니피자,유럽음식,대구광역시 남구 현충로 244
라오빠빠,동아시아음식,서울특별시 송파구 송이로17길 57
라오삐약,동남아시아음식,서울특별시 용산구 한강대로46길 16
라온누리,유럽음식,울산광역시 동구 옥류로 57
라온카미니또,유럽음식,경기도 파주시 당동1로 39-27
라와디,동남아시아음식,대구광역시 남구 영선시장1길 78-12
라우라우,동남아시아음식,서울특별시 강남구 도산대로58길 17
라운지디,유럽음식,경기도 과천시 광명로 313
라운지오,유럽음식,부산광역시 남구 용소로 45
라이너스 바베큐,북미음식,서울특별시 용산구 이태원로 136-13
라이너스즈바베큐 해방촌점,북미음식,서울특별시 용산구 신흥로9길 4
라이라이라이,동남아시아음식,서울특별시 성북구 보문로34길 76
라이스앤라이스,유럽음식,서울특별시 노원구 동일로 1414
라이스페이포,동남아시아음식,경기도 군포시 산본로 341
라이스푼 울산대점,동아시아음식,울산광역시 남구 대학로94번길 5-2
라이옥,동남아시아음식,부산광역시 동래구 명륜로103번길 17
라이옥베트남쌀국수,동남아시아음식,경상남도 양산시 화합길 12
라이옥베트남쌀국수,동남아시아음식,부산광역시 남구 용소로7번길 53-6
라이짜,동아시아음식,울산광역시 남구 삼산로 107
라인드한남,유럽음식,서울특별시 용산구 이태원로55길 11
라임하노이,동남아시아음식,부산광역시 영도구 웃서발로 69
라자트,중동음식,서울특별시 용산구 우사단로 37
라조이아,유럽음식,경기도 수원시 영통구 청명로 35
라즈,인도아시아음식,경기도 안산시 단원구 부부로 34
라즈,인도아시아음식,광주광역시 북구 호동로 9-7
라즈인천공항,인도아시아음식,인천광역시 중구 공항로424번길 72
라지마할,인도아시아음식,제주특별자치도 제주시 신광로 43
라치오,유럽음식,서울특별시 송파구 동남로4길 20
라카시타,남미음식,대전광역시 유성구 관들2길 72-14
라칸티나,유럽음식,서울특별시 중구 을지로 19
라칼라스,유럽음식,서울특별시 서초구 반포대로 8
라쿠다,동아시아음식,부산광역시 남구 용소로19번길 68
라쿠시나에비노,유럽음식,대전광역시 유성구 문화원로 156
라쿠치나,유럽음식,서울특별시 용산구 회나무로44길 10
라쿠치나이텔리아나,유럽음식,경기도 평택시 안정순환로 106-1
라크레페리파리,동남아시아음식,경기도 성남시 분당구 정자일로 146
라크루다,남미음식,서울특별시 용산구 이태원로42길 36
라클라쎄,유럽음식,서울특별시 서초구 서래로 17
라타볼라,유럽음식,경기도 부천시 부일로 203
라타케리아,남미음식,경기도 광주시 석둔길 4
라테라스,유럽음식,서울특별시 강남구 선릉로 629
라틴파티,남미음식,부산광역시 남구 수영로298번길 10
라틴파티,남미음식,부산광역시 수영구 민락수변로 13-1
라팰리스청담,유럽음식,서울특별시 강남구 선릉로152길 18
라페스카,유럽음식,서울특별시 서초구 바우뫼로37길 18
라페스타콘테축제함께,유럽음식,울산광역시 중구 당산3길 31
라포레 트라토리아,유럽음식,서울특별시 서초구 서초중앙로 188
라퓨타,유럽음식,대전광역시 서구 문정로2번길 145
라프란조,유럽음식,경상남도 거제시 옥포성안로 43
라플라체,유럽음식,경기도 성남시 분당구
라플랑끄,유럽음식,서울특별시 용산구 이태원로26길 26
라피자노스트라,유럽음식,서울특별시 강남구 테헤란로 406
라핀부쉬,유럽음식,서울특별시 용산구 이태원로55가길 15
라필리아델프레지덴테,유럽음식,부산광역시 해운대구 센텀4로 15
라하노카레,인도아시아음식,경기도 성남시 분당구 황새울로360번길 28
라화공방,동아시아음식,경기도 김포시 사우중로 45
라화쿵부,동아시아음식,서울특별시 광진구 아차산로30길 42
라화쿵부 - 신촌점,동아시아음식,서울특별시 서대문구 연세로11길 8
락락,동아시아음식,서울특별시 중구 다산로42길 43-11
락사,동남아시아음식,부산광역시 남구 수영로322번길 50
락사,동남아시아음식,충청북도 청주시 흥덕구 오송생명로 200
락앤웍,동아시아음식,부산광역시 해운대구 마린시티1로 9
락앤웍 동천동,동아시아음식,경기도 용인시 수지구 수지로 475
락앤웍 성복점,동아시아음식,경기도 용인시 수지구 성복2로 58
락타이,동남아시아음식,서울특별시 강동구 구천면로 212
란나타이,동남아시아음식,경상북도 포항시 남구 대이로 51
란나타이,동남아시아음식,서울특별시 영등포구 국제금융로 86
란반,동남아시아음식,경기 성남시 분당구 내정로11번길 9 1층
란베트남쌀국수,동남아시아음식,충청남도 천안시 동남구 충절로 244
란셉수자이,동남아시아음식,충청남도 서산시 시장5로 4
란아한쏘이313,동남아시아음식,서울특별시 서초구 방배중앙로 196
란주라미엔,동아시아음식,서울특별시 중구 명동8나길 49
란주면관,동아시아음식,경기도 안산시 단원구 다문화2길 25
란짠타부리,동남아시아음식,서울특별시 강동구 성내로9길 49
란타나,남미음식,서울특별시 마포구 독막로3길 50
란타이식당,동남아시아음식,경기도 파주시 문원길 306
랄루차,남미음식,경기도 성남시 분당구 정자일로 136
랄리구라스레스토랑,인도아시아음식,경기도 화성시 3.1만세로 1103-1
랄천하마라탕 금릉점,동아시아음식,경기도 파주시 금릉역로 84
람떼떼,동남아시아음식,제주특별자치도 서귀포시 글로벌에듀로145번길 40
람빵,동남아시아음식,경기도 김포시 율생로 98
랍땅아시아,동남아시아음식,경기도 파주시 사임당로 887
랑골로,유럽음식,대전광역시 유성구 엑스포로151번길 19
랑랑,동남아시아음식,경기도 수원시 영통구 영통로213번길 24
랑만,동남아시아음식,경기도 남양주시 다산순환로 50
랑만,동남아시아음식,서울특별시 영등포구 여의대로 108
랑빠스81,유럽음식,서울특별시 마포구 동교로30길 17-1
랑카인디아레스토랑,인도아시아음식,경기도 안산시 단원구 중앙대로 455
래빗테이블,유럽음식,경상남도 창원시 의창구 퇴촌로25번길 7
래빗파머스샐러드,유럽음식,서울특별시 강남구 학동로2길 56
램맨양꼬치,동아시아음식,경기도 안양시 동안구 관평로182번길 53
램프의이야기,유럽음식,충청북도 청주시 서원구 대림로 316
랩24,유럽음식,서울특별시 강남구 압구정로42길 23
랭햄,유럽음식,부산광역시 수영구 민락로 22
러블리인디안,인도아시아음식,서울특별시 마포구 와우산로21길 20-6
럭키페니,유럽음식,서울특별시 성동구 성수이로7길 27
럭키포규안,동남아시아음식,인천광역시 서구 중봉대로612번길 16
럽잇케이커리,유럽음식,경상남도 거제시 옥포로13길 18
레니엡,북미음식,경기도 성남시 분당구 정자일로 121
레드맘마미아,유럽음식,경기도 파주시 기산로 329
레드브릭 비스트로,유럽음식,서울특별시 용산구 이태원로20길 13
레드샬롯,유럽음식,서울특별시 강남구 논현로 88
레드스카이락타이,동남아시아음식,울산 남구 남중로80번길 10 1층
레드스퀘어 유성점,유럽음식,대전광역시 유성구 한밭대로 502
레몬그라스,동남아시아음식,서울특별시 성동구 연무장길 41-26
레몬그라스타이,동남아시아음식,경기도 남양주시 다산중앙로123번길 7-14
레몬그라스타이,동남아시아음식,서울특별시 강남구 개포로22길 12
레몬그라스타이,동남아시아음식,서울특별시 동작구 동작대로29길 63-1
레몬그라스타이,동남아시아음식,서울특별시 송파구 백제고분로9길 9
레몬트리,동남아시아음식,서울특별시 용산구 보광로7길 63
레미따,유럽음식,서울특별시 강서구 우현로 17
레미레스토랑,유럽음식,대전광역시 중구 중앙로138번길 25
레반트,중동음식,전라북도 전주시 덕진구 명륜4길 21-7
레보,유럽음식,서울특별시 강남구 언주로168길 35
레브,유럽음식,경상북도 구미시 옥계신당로7길 44-18
레스또,유럽음식,경상남도 창녕군 대신새길 4
레스쁘아뒤이부,유럽음식,서울특별시 강남구 선릉로152길 33
레스토랑 아이오유,유럽음식,서울특별시 용산구 원효로1길 16
레스토랑37,유럽음식,충청남도 아산시 신인남길 6
레스토랑담,유럽음식,서울특별시 종로구 인사동길 30-7
레스토랑오세득,유럽음식,서울특별시 강남구 도산대로55길 36
레스토랑온,유럽음식,서울특별시 강남구 도산대로92길 42
레스트,동남아시아음식,서울특별시 용산구 녹사평대로46길 5
레시피13,유럽음식,서울특별시 강동구 천호대로155길 11
레시피97,유럽음식,경기도 시흥시 역전로302번길 9
레시피나인,유럽음식,경기도 성남시 중원구 광명로 4
