POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,RDNMADR_NM
하늘내들꽃마을,일반관광지,전라북도,장수군,천천면,연평리,
무주반디랜드,테마공원/대형놀이공원,전라북도,무주군,설천면,청량리,무설로
문경대도깨비도로,유명관광지,경상북도,문경시,호계면,별암리,대학길
송소고택,고택/생가/민속마을,경상북도,청송군,파천면,덕천리,송소고택길
시목해수욕장,해수욕장,전라남도,신안군,도초면,오류리,시목길
홍도해수욕장,해수욕장,전라남도,신안군,흑산면,홍도리,홍도1길
서일농원,관광농원/허브마을,경기도,안성시,일죽면,화봉리,
대구산업공구골목,일반관광지,대구광역시,중구,인교동,,
도깨비도로,일반관광지,울산광역시,울주군,상북면,등억알프스리,
동부산화훼단지,일반관광지,부산광역시,기장군,기장읍,만화리,반송로
로데오거리,먹거리/패션거리,대구광역시,달서구,신당동,,
문현곱창골목,먹거리/패션거리,부산광역시,남구,문현동,,
불광동먹자골목,먹거리/패션거리,서울특별시,은평구,불광동,,통일로66길
장기동먹거리촌,먹거리/패션거리,대구광역시,달서구,본리동,,
향남동오타운,먹거리/패션거리,경기도,화성시,향남읍,관리,
천문인마을,일반관광지,강원특별자치도,횡성군,강림면,월현리,월안1길
신성리갈대밭,일반관광지,충청남도,서천군,한산면,신성리,
승일교,유명사적/유적지,강원특별자치도,철원군,갈말읍,내대리,
성인봉원시림,유명사적/유적지,경상북도,울릉군,북면,나리,
채석강,유명관광지,전라북도,부안군,변산면,격포리,채석강길
화왕산갈대제,지역축제,경상남도,창녕군,창녕읍,옥천리,
평창팔석정,일반관광지,강원특별자치도,평창군,봉평면,평촌리,
안흥찐빵마을,일반관광지,강원특별자치도,횡성군,안흥면,안흥리,
제주마방목지,일반관광지,제주특별자치도,제주시,용강동,,516로
예술거리,먹거리/패션거리,서울특별시,마포구,서교동,,
광릉분재예술공원,테마공원/대형놀이공원,경기도,포천시,소흘읍,직동리,죽엽산로631번길
자연과사람들,팜스테이,경상남도,김해시,삼방동,,활천로255번길
산청황매산미리내파크,테마공원/대형놀이공원,경상남도,산청군,차황면,법평리,
영주그린국제영어마을,영어마을,경상북도,영주시,이산면,용상리,영봉로
상록수휴양원,휴양림/수목원,인천광역시,옹진군,덕적면,소야리,소야로
독립기념관매표소,관광안내소/매표소,충청남도,천안시 동남구,목천읍,남화리,독립기념관로
서초휴양소,일반관광지,충청남도,태안군,남면,진산리,안면대로
토고미마을,정보화마을,강원특별자치도,화천군,상서면,신대리,
밤두둑마을,정보화마을,강원특별자치도,횡성군,횡성읍,반곡리,
옥종딸기마을,관광농원/허브마을,경상남도,하동군,옥종면,북방리,북방우회길
이태원관광특구,먹거리/패션거리,서울특별시,용산구,이태원동,,이태원로
3.1운동기념탑,천연기념물,경상남도,거제시,아주동,,
하멜등대,일반관광지,전라남도,여수시,종화동,,
이순신장군동상,비/탑/문/각,전라남도,여수시,종화동,,
안면도소나무길,일반관광지,충청남도,태안군,안면읍,정당리,
노적봉,일반관광지,전라남도,목포시,대의동2가,,
구계등,유명사적/유적지,전라남도,완도군,완도읍,정도리,
만인의총,천연기념물,전라북도,남원시,향교동,,만인로
방동약수,일반유원지/일반놀이공원,강원특별자치도,인제군,기린면,방동리,방동약수로
분원리붕어찜마을,먹거리/패션거리,경기도,광주시,남종면,분원리,
오색약수,유명관광지,강원특별자치도,양양군,서면,오색리,약수길
독동의반송,천연기념물,경상북도,구미시,선산읍,독동리,
요술의고개,일반관광지,경상북도,칠곡군,석적읍,망정리,
울산바위,천연기념물,강원특별자치도,속초시,설악동,,설악산로
해창만간척지,일반관광지,전라남도,고흥군,포두면,오취리,
영광염전,일반관광지,전라남도,영광군,백수읍,하사리,백수로
신선대,천연기념물,부산광역시,남구,용호동,,
월류봉,일반관광지,충청북도,영동군,황간면,원촌리,원촌동1길
가회동31번지,일반관광지,서울특별시,종로구,계동,,
사인암,천연기념물,충청북도,단양군,대강면,사인암리,사인암2길
수림대마을,팜스테이,강원특별자치도,평창군,봉평면,유포리,수림대길
미술의거리,일반관광지,부산광역시,중구,신창동4가,,중구로
새천년해안도로,먹거리/패션거리,강원특별자치도,삼척시,정하동,,새천년도로
창포말등대,일반관광지,경상북도,영덕군,영덕읍,창포리,
고갈비골목,먹거리/패션거리,부산광역시,중구,광복동2가,,광복로
영덕강축도로,일반관광지,경상북도,영덕군,강구면,강구리,영덕대게로
가로수길,일반관광지,서울특별시,강남구,신사동,,
남대문시장갈치조림골목,먹거리/패션거리,서울특별시,중구,남창동,,퇴계로
감성의거리,일반관광지,서울특별시,종로구,삼청동,,
강화도갯벌,일반관광지,인천광역시,강화군,길상면,초지리,해안동로
계화도,일반관광지,전라북도,부안군,계화면,계화리,계화3길
고가구골목,먹거리/패션거리,서울특별시,용산구,이태원동,,
외국인거리,일반관광지,서울특별시,용산구,이태원동,,
곱창골목,먹거리/패션거리,서울특별시,중구,황학동,,마장로9길
육모정,유명사적/유적지,전라북도,남원시,주천면,호경리,
극장거리,일반관광지,서울특별시,강남구,역삼동,,강남대로
기찻길고기골목,먹거리/패션거리,서울특별시,마포구,창전동,,
놀이터골목,일반관광지,서울특별시,서대문구,창천동,,
대학로주변극장,일반관광지,서울특별시,종로구,혜화동,,대학로
대학로거리,먹거리/패션거리,서울특별시,종로구,혜화동,,대학로
화개10리벚꽃길,일반관광지,경상남도,하동군,화개면,탑리,
유흥가,일반관광지,서울특별시,중구,북창동,,남대문로1길
흙사랑,일반관광지,충청남도,천안시 동남구,안서동,,각원사길
BIFF거리,일반관광지,부산광역시,중구,남포동5가,,구덕로
일본거리,일반관광지,서울특별시,용산구,이촌동,,이촌로
이촌지구,일반관광지,서울특별시,용산구,이촌동,,이촌로
서해대교낙조,일반관광지,충청남도,당진시,신평면,매산리,서해안고속도로
월출산녹차밭,일반관광지,전라남도,강진군,성전면,월남리,
대장군,천연기념물,충청남도,천안시 동남구,안서동,,
범바위전망대,일반관광지,경상북도,봉화군,명호면,도천리,
안동찜닭골목,먹거리/패션거리,경상북도,안동시,서부동,,
렛츠런팜,테마공원/대형놀이공원,경기도,고양시 덕양구,원당동,,서삼릉길
온천장곰장어골목,먹거리/패션거리,부산광역시,동래구,온천동,,금강공원로20번길
오봉산임경대,일반관광지,경상남도,양산시,원동면,화제리,원동로
명동화교거리,일반관광지,서울특별시,중구,충무로1가,,명동2길
후곡약수터,일반유원지/일반놀이공원,강원특별자치도,양구군,동면,후곡리,
환벽당,천연기념물,광주광역시,북구,충효동,,환벽당길
진남교반,일반관광지,경상북도,문경시,마성면,신현리,
장절공신숭겸묘역,일반관광지,강원특별자치도,춘천시,서면,방동리,
이경직신도비,비/탑/문/각,서울특별시,관악구,남현동,,
이견대,일반관광지,경상북도,경주시,감포읍,대본리,동해안로
오웬기념각,일반관광지,광주광역시,남구,양림동,,백서로70번길
파주프로방스마을,일반관광지,경기도,파주시,탄현면,성동리,새오리로
벽제관지,유명사적/유적지,경기도,고양시 덕양구,고양동,,
침괘정,유명사적/유적지,경기도,광주시,남한산성면,산성리,
경포회집단지,먹거리/패션거리,강원특별자치도,강릉시,강문동,,창해로
상해거리,먹거리/패션거리,부산광역시,동구,초량동,,
순천만갈대군락지,일반관광지,전라남도,순천시,해룡면,선학리,
사천한과마을,먹거리/패션거리,강원특별자치도,강릉시,사천면,노동리,한과마을길
달궁마을,팜스테이,전라북도,남원시,산내면,덕동리,
영도등대,일반관광지,부산광역시,영도구,동삼동,,전망로
태종대자갈치유람선,일반관광지,부산광역시,중구,중앙동6가,,대교로
우도등대공원우도등대,일반관광지,제주특별자치도,제주시,우도면,연평리,우도봉길
금곡마을,일반관광지,전라남도,완도군,생일면,금곡리,
밤두둑허브농원,관광농원/허브마을,강원특별자치도,횡성군,횡성읍,반곡리,반곡길
말도등대,일반관광지,전라북도,군산시,옥도면,말도리,말도2길
중국대사관거리,먹거리/패션거리,서울특별시,중구,명동2가,,
서울시티투어,관광안내소/매표소,서울특별시,종로구,세종로,,세종대로
운흥정,천연기념물,전라남도,구례군,산동면,시상리,구만제로
공룡발자국화석지,천연기념물,전라남도,화순군,백아면,서유리,
신촌약수탕,천연기념물,경상북도,청송군,진보면,신촌리,
용호석,천연기념물,충청남도,금산군,제원면,천내리,
양림의개비,천연기념물,광주광역시,남구,양림동,,양촌길
당간지주,보물,충청남도,홍성군,홍성읍,오관리,당간길
덕수궁돌담길,일반관광지,서울특별시,중구,서소문동,,
서울천년타임캡슐,일반관광지,서울특별시,중구,필동2가,,퇴계로34길
제주드림랜드,일반관광지,제주특별자치도,제주시,애월읍,봉성리,평화로
도두항유람선,일반관광지,제주특별자치도,제주시,도두일동,,도두항서길
해신사,천연기념물,제주특별자치도,제주시,화북일동,,진북길
가마골랜드,일반관광지,경기도,양주시,장흥면,부곡리,
그린아일랜드,관광농원/허브마을,경기도,양주시,은현면,용암리,화합로1080번길
금수산예술인촌,일반관광지,충청북도,단양군,적성면,상리,
국립남해편백자연휴양림매표소,관광안내소/매표소,경상남도,남해군,삼동면,봉화리,금암로
남화가족휴양소,일반관광지,전라남도,담양군,가사문학면,가암리,혈암길
녹색관광센터,관광안내소/매표소,강원특별자치도,인제군,상남면,미산리,개인약수길
